age_group,slot,time_label,zone,pitch_name,pitch_id,team1,team2
U13,1,Tue 18:30,JP1,Pitch 1,JP1.1,IRELAND,ARGENTINA
U13,1,Tue 18:30,JP1,Pitch 2,JP1.2,GERMANY,BRAZIL
U13,1,Tue 18:30,JP1,Pitch 3,JP1.3,HOLLAND,PORTUGAL
U6,1,Tue 18:30,JP1,Pitch 4,JP1.4,IRELAND,GERMANY
U9,1,Tue 18:30,JP2,Pitch 5,JP2.1,ENGLAND,HOLLAND
U9,1,Tue 18:30,JP2,Pitch 6,JP2.2,IRELAND,PORTUGAL
U10,1,Tue 18:30,JP2,Pitch 7,JP2.3,ENGLAND,GERMANY
U10,1,Tue 18:30,JP2,Pitch 8,JP2.4,IRELAND,SPAIN
U11,1,Tue 18:30,JP3,Pitch 9,JP3.1,HOLLAND,GERMANY
U11,1,Tue 18:30,JP3,Pitch 10,JP3.2,ARGENTINA,PORTUGAL
U7,1,Tue 18:30,JP3,Pitch 11,JP3.3,IRELAND,GERMANY
U12,1,Tue 18:30,JP4,Pitch 12,JP4.1,ENGLAND,HOLLAND
U12,1,Tue 18:30,JP4,Pitch 13,JP4.2,ARGENTINA,GERMANY
U8,1,Tue 18:30,JP4,Pitch 14,JP4.3,IRELAND,GERMANY
U13,2,Tue 18:45,JP1,Pitch 1,JP1.1,SPAIN,ENGLAND
U13,2,Tue 18:45,JP1,Pitch 2,JP1.2,IRELAND,HOLLAND
U13,2,Tue 18:45,JP1,Pitch 3,JP1.3,GERMANY,PORTUGAL
U6,2,Tue 18:45,JP1,Pitch 4,JP1.4,SPAIN,HOLLAND
U9,2,Tue 18:45,JP2,Pitch 5,JP2.1,BRAZIL,ARGENTINA
U9,2,Tue 18:45,JP2,Pitch 6,JP2.2,GERMANY,SPAIN
U10,2,Tue 18:45,JP2,Pitch 7,JP2.3,ARGENTINA,HOLLAND
U10,2,Tue 18:45,JP2,Pitch 8,JP2.4,PORTUGAL,BRAZIL
U11,2,Tue 18:45,JP3,Pitch 9,JP3.1,SPAIN,ENGLAND
U11,2,Tue 18:45,JP3,Pitch 10,JP3.2,IRELAND,BRAZIL
U7,2,Tue 18:45,JP3,Pitch 11,JP3.3,SPAIN,HOLLAND
U12,2,Tue 18:45,JP4,Pitch 12,JP4.1,IRELAND,PORTUGAL
U12,2,Tue 18:45,JP4,Pitch 13,JP4.2,BRAZIL,SPAIN
