age_group,slot,time_label,zone,pitch_name,pitch_id,team1,team2
U9,1,Tue 18:30,JP1,Pitch 1,JP1.1,GERMANY,BRAZIL
U9,1,Tue 18:30,JP1,Pitch 2,JP1.2,ENGLAND,ARGENTINA
U9,1,Tue 18:30,JP1,Pitch 3,JP1.3,SPAIN,HOLLAND
U8,1,Tue 18:30,JP1,Pitch 4,JP1.4,IRELAND,ENGLAND
U10,1,Tue 18:30,JP2,Pitch 5,JP2.1,GERMANY,BRAZIL
U10,1,Tue 18:30,JP2,Pitch 6,JP2.2,IRELAND,ARGENTINA
U10,1,Tue 18:30,JP2,Pitch 7,JP2.3,ENGLAND,HOLLAND
U8,1,Tue 18:30,JP2,Pitch 8,JP2.4,GERMANY,PORTUGAL
U11,1,Tue 18:30,JP3,Pitch 9,JP3.1,ARGENTINA,GERMANY
U11,1,Tue 18:30,JP3,Pitch 10,JP3.2,HOLLAND,BRAZIL
U11,1,Tue 18:30,JP3,Pitch 11,JP3.3,IRELAND,PORTUGAL
U7,1,Tue 18:30,JP4,Pitch 12,JP4.1,GERMANY,PORTUGAL
U7,1,Tue 18:30,JP4,Pitch 13,JP4.2,IRELAND,HOLLAND
U6,1,Tue 18:30,JP4,Pitch 14,JP4.3,IRELAND,GERMANY
U9,2,Tue 18:45,JP1,Pitch 1,JP1.1,IRELAND,PORTUGAL
U9,2,Tue 18:45,JP1,Pitch 2,JP1.2,ENGLAND,HOLLAND
U9,2,Tue 18:45,JP1,Pitch 3,JP1.3,SPAIN,ARGENTINA
U8,2,Tue 18:45,JP1,Pitch 4,JP1.4,BRAZIL,ARGENTINA
U10,2,Tue 18:45,JP2,Pitch 5,JP2.1,PORTUGAL,SPAIN
U10,2,Tue 18:45,JP2,Pitch 6,JP2.2,IRELAND,BRAZIL
U10,2,Tue 18:45,JP2,Pitch 7,JP2.3,ENGLAND,GERMANY
U8,2,Tue 18:45,JP2,Pitch 8,JP2.4,SPAIN,HOLLAND
U11,2,Tue 18:45,JP3,Pitch 9,JP3.1,SPAIN,ENGLAND
U11,2,Tue 18:45,JP3,Pitch 10,JP3.2,IRELAND,ARGENTINA
U11,2,Tue 18:45,JP3,Pitch 11,JP3.3,PORTUGAL,BRAZIL
U7,2,Tue 18:45,JP4,Pitch 12,JP4.1,BRAZIL,ARGENTINA
U7,2,Tue 18:45,JP4,Pitch 13,JP4.2,SPAIN,ENGLAND
U6,2,Tue 18:45,JP4,Pitch 14,JP4.3,SPAIN,HOLLAND
U9,3,Tue 19:00,JP1,Pitch 1,JP1.1,PORTUGAL,BRAZIL
U9,3,Tue 19:00,JP1,Pitch 2,JP1.2,HOLLAND,GERMANY
U9,3,Tue 19:00,JP1,Pitch 3,JP1.3,IRELAND,SPAIN
U8,3,Tue 19:00,JP1,Pitch 4,JP1.4,PORTUGAL,ENGLAND
U10,3,Tue 19:00,JP2,Pitch 5,JP2.1,ARGENTINA,HOLLAND
U10,3,Tue 19:00,JP2,Pitch 6,JP2.2,BRAZIL,SPAIN
U10,3,Tue 19:00,JP2,Pitch 7,JP2.3,IRELAND,PORTUGAL
U8,3,Tue 19:00,JP2,Pitch 8,JP2.4,IRELAND,GERMANY
U11,3,Tue 19:00,JP3,Pitch 9,JP3.1,HOLLAND,GERMANY
U11,3,Tue 19:00,JP3,Pitch 10,JP3.2,IRELAND,BRAZIL
U11,3,Tue 19:00,JP3,Pitch 11,JP3.3,ARGENTINA,PORTUGAL
U7,3,Tue 19:00,JP4,Pitch 12,JP4.1,IRELAND,PORTUGAL
U7,3,Tue 19:00,JP4,Pitch 13,JP4.2,HOLLAND,GERMANY
U6,3,Tue 19:00,JP4,Pitch 14,JP4.3,BRAZIL,ARGENTINA
U9,4,Tue 19:15,JP1,Pitch 1,JP1.1,PORTUGAL,ENGLAND
U9,4,Tue 19:15,JP1,Pitch 2,JP1.2,BRAZIL,SPAIN
U9,4,Tue 19:15,JP1,Pitch 3,JP1.3,IRELAND,ARGENTINA
U8,4,Tue 19:15,JP1,Pitch 4,JP1.4,HOLLAND,BRAZIL
U10,4,Tue 19:15,JP2,Pitch 5,JP2.1,HOLLAND,PORTUGAL
U10,4,Tue 19:15,JP2,Pitch 6,JP2.2,BRAZIL,ENGLAND
U10,4,Tue 19:15,JP2,Pitch 7,JP2.3,IRELAND,SPAIN
U8,4,Tue 19:15,JP2,Pitch 8,JP2.4,SPAIN,ARGENTINA
U11,4,Tue 19:15,JP3,Pitch 9,JP3.1,IRELAND,HOLLAND
U11,4,Tue 19:15,JP3,Pitch 10,JP3.2,GERMANY,SPAIN
U11,4,Tue 19:15,JP3,Pitch 11,JP3.3,BRAZIL,ARGENTINA
U7,4,Tue 19:15,JP4,Pitch 12,JP4.1,ENGLAND,ARGENTINA
