age_group,slot,time_label,zone,pitch_name,pitch_id,team1,team2
U6,3,Tue 19:00,JP1,Pitch 4,JP1.4,BRAZIL,ARGENTINA
U11,3,Tue 19:00,JP2,Pitch 5,JP2.1,FRANCE,HOLLAND
U11,3,Tue 19:00,JP2,Pitch 6,JP2.2,IRELAND,GERMANY
U11,3,Tue 19:00,JP2,Pitch 7,JP2.3,ITALY,PORTUGAL
U7,3,Tue 19:00,JP2,Pitch 8,JP2.4,BRAZIL,ARGENTINA
U12,3,Tue 19:00,JP3,Pitch 9,JP3.1,BRAZIL,ARGENTINA
U12,3,Tue 19:00,JP3,Pitch 10,JP3.2,PORTUGAL,ENGLAND
U12,3,Tue 19:00,JP3,Pitch 11,JP3.3,ITALY,SPAIN
U9,3,Tue 19:00,JP4,Pitch 12,JP4.1,BRAZIL,ARGENTINA
U9,3,Tue 19:00,JP4,Pitch 13,JP4.2,SPAIN,ENGLAND
U8,3,Tue 19:00,JP4,Pitch 14,JP4.3,BRAZIL,ARGENTINA
U10,4,Tue 19:15,JP1,Pitch 1,JP1.1,IRELAND,BRAZIL
U10,4,Tue 19:15,JP1,Pitch 2,JP1.2,SPAIN,HOLLAND
U10,4,Tue 19:15,JP1,Pitch 3,JP1.3,ARGENTINA,PORTUGAL
U6,4,Tue 19:15,JP1,Pitch 4,JP1.4,IRELAND,SPAIN
U11,4,Tue 19:15,JP2,Pitch 5,JP2.1,SPAIN,ENGLAND
U11,4,Tue 19:15,JP2,Pitch 6,JP2.2,BRAZIL,ARGENTINA
U11,4,Tue 19:15,JP2,Pitch 7,JP2.3,ITALY,FRANCE
U7,4,Tue 19:15,JP2,Pitch 8,JP2.4,IRELAND,SPAIN
U12,4,Tue 19:15,JP3,Pitch 9,JP3.1,FRANCE,HOLLAND
U12,4,Tue 19:15,JP3,Pitch 10,JP3.2,IRELAND,GERMANY
U12,4,Tue 19:15,JP3,Pitch 11,JP3.3,ARGENTINA,ITALY
U9,4,Tue 19:15,JP4,Pitch 12,JP4.1,HOLLAND,PORTUGAL
U9,4,Tue 19:15,JP4,Pitch 13,JP4.2,IRELAND,GERMANY
U8,4,Tue 19:15,JP4,Pitch 14,JP4.3,IRELAND,SPAIN
U10,5,Tue 19:30,JP1,Pitch 1,JP1.1,ENGLAND,ITALY
U10,5,Tue 19:30,JP1,Pitch 2,JP1.2,GERMANY,BRAZIL
U10,5,Tue 19:30,JP1,Pitch 3,JP1.3,SPAIN,FRANCE
U6,5,Tue 19:30,JP1,Pitch 4,JP1.4,HOLLAND,ARGENTINA
U11,5,Tue 19:30,JP2,Pitch 5,JP2.1,HOLLAND,PORTUGAL
U11,5,Tue 19:30,JP2,Pitch 6,JP2.2,ENGLAND,GERMANY
U11,5,Tue 19:30,JP2,Pitch 7,JP2.3,IRELAND,SPAIN
U7,5,Tue 19:30,JP2,Pitch 8,JP2.4,HOLLAND,ARGENTINA
U12,5,Tue 19:30,JP3,Pitch 9,JP3.1,PORTUGAL,SPAIN
U12,5,Tue 19:30,JP3,Pitch 10,JP3.2,BRAZIL,ENGLAND
U12,5,Tue 19:30,JP3,Pitch 11,JP3.3,IRELAND,ARGENTINA
U9,5,Tue 19:30,JP4,Pitch 12,JP4.1,BRAZIL,ENGLAND
U9,5,Tue 19:30,JP4,Pitch 13,JP4.2,SPAIN,ARGENTINA
U8,5,Tue 19:30,JP4,Pitch 14,JP4.3,HOLLAND,ARGENTINA
U10,6,Tue 19:45,JP1,Pitch 1,JP1.1,IRELAND,PORTUGAL
U10,6,Tue 19:45,JP1,Pitch 2,JP1.2,ARGENTINA,HOLLAND
U10,6,Tue 19:45,JP1,Pitch 3,JP1.3,GERMANY,SPAIN
U6,6,Tue 19:45,JP1,Pitch 4,JP1.4,GERMANY,BRAZIL
U11,6,Tue 19:45,JP2,Pitch 5,JP2.1,ITALY,BRAZIL
U11,6,Tue 19:45,JP2,Pitch 6,JP2.2,FRANCE,ARGENTINA
U11,6,Tue 19:45,JP2,Pitch 7,JP2.3,IRELAND,ENGLAND
U7,6,Tue 19:45,JP2,Pitch 8,JP2.4,GERMANY,BRAZIL
U12,6,Tue 19:45,JP3,Pitch 9,JP3.1,HOLLAND,ITALY
U12,6,Tue 19:45,JP3,Pitch 10,JP3.2,FRANCE,GERMANY
U12,6,Tue 19:45,JP3,Pitch 11,JP3.3,IRELAND,BRAZIL
U9,6,Tue 19:45,JP4,Pitch 12,JP4.1,IRELAND,HOLLAND
U9,6,Tue 19:45,JP4,Pitch 13,JP4.2,GERMANY,PORTUGAL
U8,6,Tue 19:45,JP4,Pitch 14,JP4.3,GERMANY,BRAZIL
U10,7,Tue 20:00,JP1,Pitch 1,JP1.1,ITALY,BRAZIL
U10,7,Tue 20:00,JP1,Pitch 2,JP1.2,FRANCE,ENGLAND
U10,7,Tue 20:00,JP1,Pitch 3,JP1.3,IRELAND,GERMANY
U6,7,Tue 20:00,JP1,Pitch 4,JP1.4,IRELAND,HOLLAND
U11,7,Tue 20:00,JP2,Pitch 5,JP2.1,SPAIN,HOLLAND
U11,7,Tue 20:00,JP2,Pitch 6,JP2.2,GERMANY,PORTUGAL
U11,7,Tue 20:00,JP2,Pitch 7,JP2.3,IRELAND,BRAZIL
U7,7,Tue 20:00,JP2,Pitch 8,JP2.4,IRELAND,HOLLAND
U12,7,Tue 20:00,JP3,Pitch 9,JP3.1,SPAIN,ARGENTINA
U12,7,Tue 20:00,JP3,Pitch 10,JP3.2,BRAZIL,FRANCE
U12,7,Tue 20:00,JP3,Pitch 11,JP3.3,ENGLAND,ITALY
U9,7,Tue 20:00,JP4,Pitch 12,JP4.1,IRELAND,ENGLAND
U9,7,Tue 20:00,JP4,Pitch 13,JP4.2,ARGENTINA,PORTUGAL
U8,7,Tue 20:00,JP4,Pitch 14,JP4.3,IRELAND,HOLLAND
U10,8,Tue 20:15,JP1,Pitch 1,JP1.1,SPAIN,ARGENTINA
U10,8,Tue 20:15,JP1,Pitch 2,JP1.2,HOLLAND,PORTUGAL
U10,8,Tue 20:15,JP1,Pitch 3,JP1.3,ENGLAND,GERMANY
U6,8,Tue 20:15,JP1,Pitch 4,JP1.4,SPAIN,BRAZIL
U11,8,Tue 20:15,JP2,Pitch 5,JP2.1,FRANCE,ENGLAND
U11,8,Tue 20:15,JP2,Pitch 6,JP2.2,ARGENTINA,ITALY
U11,8,Tue 20:15,JP2,Pitch 7,JP2.3,HOLLAND,GERMANY
U7,8,Tue 20:15,JP2,Pitch 8,JP2.4,SPAIN,BRAZIL
U12,8,Tue 20:15,JP3,Pitch 9,JP3.1,GERMANY,PORTUGAL
U12,8,Tue 20:15,JP3,Pitch 10,JP3.2,IRELAND,HOLLAND
U12,8,Tue 20:15,JP3,Pitch 11,JP3.3,FRANCE,ARGENTINA
U9,8,Tue 20:15,JP4,Pitch 12,JP4.1,GERMANY,SPAIN
U9,8,Tue 20:15,JP4,Pitch 13,JP4.2,HOLLAND,BRAZIL
U8,8,Tue 20:15,JP4,Pitch 14,JP4.3,SPAIN,BRAZIL
U10,9,Thu 18:30,JP1,Pitch 1,JP1.1,IRELAND,ITALY
U10,9,Thu 18:30,JP1,Pitch 2,JP1.2,BRAZIL,FRANCE
U10,9,Thu 18:30,JP1,Pitch 3,JP1.3,ARGENTINA,GERMANY
U6,9,Thu 18:30,JP1,Pitch 4,JP1.4,GERMANY,ARGENTINA
U11,9,Thu 18:30,JP2,Pitch 5,JP2.1,IRELAND,PORTUGAL
U11,9,Thu 18:30,JP2,Pitch 6,JP2.2,BRAZIL,SPAIN
U11,9,Thu 18:30,JP2,Pitch 7,JP2.3,FRANCE,GERMANY
U7,9,Thu 18:30,JP2,Pitch 8,JP2.4,GERMANY,ARGENTINA
U12,9,Thu 18:30,JP3,Pitch 9,JP3.1,SPAIN,ENGLAND
U12,9,Thu 18:30,JP3,Pitch 10,JP3.2,HOLLAND,BRAZIL
U12,9,Thu 18:30,JP3,Pitch 11,JP3.3,ITALY,FRANCE
U9,9,Thu 18:30,JP4,Pitch 12,JP4.1,PORTUGAL,ENGLAND
U9,9,Thu 18:30,JP4,Pitch 13,JP4.2,IRELAND,ARGENTINA
U8,9,Thu 18:30,JP4,Pitch 14,JP4.3,GERMANY,ARGENTINA
U10,10,Thu 18:45,JP1,Pitch 1,JP1.1,SPAIN,ENGLAND
U10,10,Thu 18:45,JP1,Pitch 2,JP1.2,HOLLAND,ITALY
U10,10,Thu 18:45,JP1,Pitch 3,JP1.3,FRANCE,ARGENTINA
U6,10,Thu 18:45,JP1,Pitch 4,JP1.4,IRELAND,BRAZIL
U11,10,Thu 18:45,JP2,Pitch 5,JP2.1,HOLLAND,ITALY
U11,10,Thu 18:45,JP2,Pitch 6,JP2.2,ENGLAND,ARGENTINA
U11,10,Thu 18:45,JP2,Pitch 7,JP2.3,PORTUGAL,FRANCE
U7,10,Thu 18:45,JP2,Pitch 8,JP2.4,IRELAND,BRAZIL
U12,10,Thu 18:45,JP3,Pitch 9,JP3.1,ARGENTINA,GERMANY
U12,10,Thu 18:45,JP3,Pitch 10,JP3.2,IRELAND,PORTUGAL
U12,10,Thu 18:45,JP3,Pitch 11,JP3.3,SPAIN,FRANCE
U9,10,Thu 18:45,JP4,Pitch 12,JP4.1,SPAIN,HOLLAND
U9,10,Thu 18:45,JP4,Pitch 13,JP4.2,GERMANY,BRAZIL
U8,10,Thu 18:45,JP4,Pitch 14,JP4.3,IRELAND,BRAZIL
U10,11,Thu 19:00,JP1,Pitch 1,JP1.1,PORTUGAL,BRAZIL
U10,11,Thu 19:00,JP1,Pitch 2,JP1.2,IRELAND,SPAIN
U10,11,Thu 19:00,JP1,Pitch 3,JP1.3,FRANCE,HOLLAND
U6,11,Thu 19:00,JP1,Pitch 4,JP1.4,SPAIN,ARGENTINA
U11,11,Thu 19:00,JP2,Pitch 5,JP2.1,GERMANY,BRAZIL
U11,11,Thu 19:00,JP2,Pitch 6,JP2.2,ARGENTINA,PORTUGAL
U11,11,Thu 19:00,JP2,Pitch 7,JP2.3,ITALY,SPAIN
U7,11,Thu 19:00,JP2,Pitch 8,JP2.4,SPAIN,ARGENTINA
U12,11,Thu 19:00,JP3,Pitch 9,JP3.1,ENGLAND,HOLLAND
U12,11,Thu 19:00,JP3,Pitch 10,JP3.2,GERMANY,SPAIN
U12,11,Thu 19:00,JP3,Pitch 11,JP3.3,ITALY,PORTUGAL
U8,11,Thu 19:00,JP4,Pitch 14,JP4.3,SPAIN,ARGENTINA
U10,12,Thu 19:15,JP1,Pitch 1,JP1.1,ENGLAND,ARGENTINA
U10,12,Thu 19:15,JP1,Pitch 2,JP1.2,GERMANY,ITALY
U10,12,Thu 19:15,JP1,Pitch 3,JP1.3,HOLLAND,BRAZIL
U6,12,Thu 19:15,JP1,Pitch 4,JP1.4,GERMANY,HOLLAND
U11,12,Thu 19:15,JP2,Pitch 5,JP2.1,ENGLAND,HOLLAND
U11,12,Thu 19:15,JP2,Pitch 6,JP2.2,IRELAND,FRANCE
U11,12,Thu 19:15,JP2,Pitch 7,JP2.3,GERMANY,ITALY
U7,12,Thu 19:15,JP2,Pitch 8,JP2.4,GERMANY,HOLLAND
U12,12,Thu 19:15,JP3,Pitch 9,JP3.1,ARGENTINA,HOLLAND
U12,12,Thu 19:15,JP3,Pitch 10,JP3.2,IRELAND,ENGLAND
U12,12,Thu 19:15,JP3,Pitch 11,JP3.3,PORTUGAL,BRAZIL
U9,12,Thu 19:15,JP4,Pitch 12,JP4.1,ARGENTINA,HOLLAND
U9,12,Thu 19:15,JP4,Pitch 13,JP4.2,PORTUGAL,BRAZIL
U8,12,Thu 19:15,JP4,Pitch 14,JP4.3,GERMANY,HOLLAND
U10,13,Thu 19:30,JP1,Pitch 1,JP1.1,IRELAND,FRANCE
U10,13,Thu 19:30,JP1,Pitch 2,JP1.2,ITALY,PORTUGAL
U10,13,Thu 19:30,JP1,Pitch 3,JP1.3,ENGLAND,HOLLAND
U6,13,Thu 19:30,JP1,Pitch 4,JP1.4,IRELAND,ARGENTINA
U11,13,Thu 19:30,JP2,Pitch 5,JP2.1,PORTUGAL,SPAIN
U11,13,Thu 19:30,JP2,Pitch 6,JP2.2,ARGENTINA,HOLLAND
U11,13,Thu 19:30,JP2,Pitch 7,JP2.3,BRAZIL,ENGLAND
U7,13,Thu 19:30,JP2,Pitch 8,JP2.4,IRELAND,ARGENTINA
U12,13,Thu 19:30,JP3,Pitch 9,JP3.1,HOLLAND,PORTUGAL
U12,13,Thu 19:30,JP3,Pitch 10,JP3.2,IRELAND,SPAIN
U12,13,Thu 19:30,JP3,Pitch 11,JP3.3,GERMANY,BRAZIL
U9,13,Thu 19:30,JP4,Pitch 12,JP4.1,IRELAND,SPAIN
U9,13,Thu 19:30,JP4,Pitch 13,JP4.2,ENGLAND,GERMANY
U8,13,Thu 19:30,JP4,Pitch 14,JP4.3,IRELAND,ARGENTINA
U10,14,Thu 19:45,JP1,Pitch 1,JP1.1,BRAZIL,ARGENTINA
U10,14,Thu 19:45,JP1,Pitch 2,JP1.2,PORTUGAL,FRANCE
U10,14,Thu 19:45,JP1,Pitch 3,JP1.3,IRELAND,HOLLAND
U6,14,Thu 19:45,JP1,Pitch 4,JP1.4,HOLLAND,BRAZIL
U11,14,Thu 19:45,JP2,Pitch 5,JP2.1,IRELAND,ITALY
U11,14,Thu 19:45,JP2,Pitch 6,JP2.2,GERMANY,SPAIN
U11,14,Thu 19:45,JP2,Pitch 7,JP2.3,HOLLAND,BRAZIL
U7,14,Thu 19:45,JP2,Pitch 8,JP2.4,HOLLAND,BRAZIL
U12,14,Thu 19:45,JP3,Pitch 9,JP3.1,ENGLAND,ARGENTINA
U12,14,Thu 19:45,JP3,Pitch 10,JP3.2,PORTUGAL,FRANCE
U12,14,Thu 19:45,JP3,Pitch 11,JP3.3,IRELAND,ITALY
U9,14,Thu 19:45,JP4,Pitch 12,JP4.1,PORTUGAL,SPAIN
U9,14,Thu 19:45,JP4,Pitch 13,JP4.2,ARGENTINA,GERMANY
U8,14,Thu 19:45,JP4,Pitch 14,JP4.3,HOLLAND,BRAZIL
U10,15,Thu 20:00,JP1,Pitch 1,JP1.1,ITALY,SPAIN
U10,15,Thu 20:00,JP1,Pitch 2,JP1.2,GERMANY,PORTUGAL
U10,15,Thu 20:00,JP1,Pitch 3,JP1.3,IRELAND,ENGLAND
U6,15,Thu 20:00,JP1,Pitch 4,JP1.4,GERMANY,SPAIN
U11,15,Thu 20:00,JP2,Pitch 5,JP2.1,PORTUGAL,ENGLAND
U11,15,Thu 20:00,JP2,Pitch 6,JP2.2,IRELAND,ARGENTINA
U11,15,Thu 20:00,JP2,Pitch 7,JP2.3,BRAZIL,FRANCE
U7,15,Thu 20:00,JP2,Pitch 8,JP2.4,GERMANY,SPAIN
U12,15,Thu 20:00,JP3,Pitch 9,JP3.1,HOLLAND,GERMANY
U12,15,Thu 20:00,JP3,Pitch 10,JP3.2,BRAZIL,SPAIN
U12,15,Thu 20:00,JP3,Pitch 11,JP3.3,FRANCE,ENGLAND
U9,15,Thu 20:00,JP4,Pitch 12,JP4.1,IRELAND,BRAZIL
U9,15,Thu 20:00,JP4,Pitch 13,JP4.2,ENGLAND,HOLLAND
U8,15,Thu 20:00,JP4,Pitch 14,JP4.3,GERMANY,SPAIN
