age_group,slot,time_label,zone,pitch_name,pitch_id,team1,team2
U11 Mixed,12,Thu 7:15-7:30,JP1,Pitch 3,JP1.3,BRAZIL,HOLLAND
U11 Mixed,12,Thu 7:15-7:30,JP1,Pitch 4,JP1.4,IRELAND,PORTUGAL
U12 Mixed,12,Thu 7:15-7:30,JP2,Pitch 5,JP2.1,SPAIN,ARGENTINA
U12 Mixed,12,Thu 7:15-7:30,JP2,Pitch 6,JP2.2,ENGLAND,GERMANY
U13 Mixed,12,Thu 7:15-7:30,JP2,Pitch 7,JP2.3,IRELAND,BRAZIL
U13 Mixed,12,Thu 7:15-7:30,JP2,Pitch 8,JP2.4,SPAIN,PORTUGAL
U8 Boys,12,Thu 7:15-7:30,JP3,Pitch 9,JP3.1,ARGENTINA,GERMANY
U8 Boys,12,Thu 7:15-7:30,JP3,Pitch 10,JP3.2,SPAIN,ENGLAND
U6/U7 Boys,12,Thu 7:15-7:30,JP3,Pitch 11,JP3.3,SPAIN,PORTUGAL
U9 Mixed,12,Thu 7:15-7:30,JP4,Pitch 12,JP4.1,BRAZIL,ENGLAND
U9 Mixed,12,Thu 7:15-7:30,JP4,Pitch 13,JP4.2,PORTUGAL,ARGENTINA
U7/U8 Girls,12,Thu 7:15-7:30,JP4,Pitch 14,JP4.3,SPAIN,PORTUGAL
U10 Mixed,13,Thu 7:30-7:45,JP1,Pitch 1,JP1.1,HOLLAND,SPAIN
U10 Mixed,13,Thu 7:30-7:45,JP1,Pitch 2,JP1.2,ARGENTINA,GERMANY
U11 Mixed,13,Thu 7:30-7:45,JP1,Pitch 3,JP1.3,SPAIN,ARGENTINA
U11 Mixed,13,Thu 7:30-7:45,JP1,Pitch 4,JP1.4,ENGLAND,GERMANY
U12 Mixed,13,Thu 7:30-7:45,JP2,Pitch 5,JP2.1,BRAZIL,HOLLAND
U12 Mixed,13,Thu 7:30-7:45,JP2,Pitch 6,JP2.2,IRELAND,PORTUGAL
U13 Mixed,13,Thu 7:30-7:45,JP2,Pitch 7,JP2.3,ARGENTINA,HOLLAND
U13 Mixed,13,Thu 7:30-7:45,JP2,Pitch 8,JP2.4,ENGLAND,GERMANY
U8 Boys,13,Thu 7:30-7:45,JP3,Pitch 9,JP3.1,IRELAND,PORTUGAL
U8 Boys,13,Thu 7:30-7:45,JP3,Pitch 10,JP3.2,BRAZIL,HOLLAND
U6/U7 Boys,13,Thu 7:30-7:45,JP3,Pitch 11,JP3.3,GERMANY,ARGENTINA
U9 Mixed,13,Thu 7:30-7:45,JP4,Pitch 12,JP4.1,HOLLAND,SPAIN
U9 Mixed,13,Thu 7:30-7:45,JP4,Pitch 13,JP4.2,IRELAND,GERMANY
U7/U8 Girls,13,Thu 7:30-7:45,JP4,Pitch 14,JP4.3,GERMANY,ARGENTINA
U10 Mixed,14,Thu 7:45-8:00,JP1,Pitch 1,JP1.1,IRELAND,BRAZIL
U10 Mixed,14,Thu 7:45-8:00,JP1,Pitch 2,JP1.2,ENGLAND,PORTUGAL
U11 Mixed,14,Thu 7:45-8:00,JP1,Pitch 3,JP1.3,IRELAND,BRAZIL
U11 Mixed,14,Thu 7:45-8:00,JP1,Pitch 4,JP1.4,HOLLAND,PORTUGAL
U12 Mixed,14,Thu 7:45-8:00,JP2,Pitch 5,JP2.1,SPAIN,ENGLAND
U12 Mixed,14,Thu 7:45-8:00,JP2,Pitch 6,JP2.2,ARGENTINA,GERMANY
U13 Mixed,14,Thu 7:45-8:00,JP2,Pitch 7,JP2.3,PORTUGAL,BRAZIL
U13 Mixed,14,Thu 7:45-8:00,JP2,Pitch 8,JP2.4,IRELAND,SPAIN
U8 Boys,14,Thu 7:45-8:00,JP3,Pitch 9,JP3.1,GERMANY,SPAIN
U8 Boys,14,Thu 7:45-8:00,JP3,Pitch 10,JP3.2,ENGLAND,ARGENTINA
U6/U7 Boys,14,Thu 7:45-8:00,JP3,Pitch 11,JP3.3,IRELAND,PORTUGAL
U9 Mixed,14,Thu 7:45-8:00,JP4,Pitch 12,JP4.1,ARGENTINA,BRAZIL
U9 Mixed,14,Thu 7:45-8:00,JP4,Pitch 13,JP4.2,ENGLAND,PORTUGAL
U7/U8 Girls,14,Thu 7:45-8:00,JP4,Pitch 14,JP4.3,IRELAND,PORTUGAL
U10 Mixed,15,Thu 8:00-8:15,JP1,Pitch 1,JP1.1,GERMANY,SPAIN
U10 Mixed,15,Thu 8:00-8:15,JP1,Pitch 2,JP1.2,ARGENTINA,HOLLAND
U11 Mixed,15,Thu 8:00-8:15,JP1,Pitch 3,JP1.3,ENGLAND,ARGENTINA
U11 Mixed,15,Thu 8:00-8:15,JP1,Pitch 4,JP1.4,GERMANY,SPAIN
U12 Mixed,15,Thu 8:00-8:15,JP2,Pitch 5,JP2.1,HOLLAND,PORTUGAL
U12 Mixed,15,Thu 8:00-8:15,JP2,Pitch 6,JP2.2,IRELAND,BRAZIL
U13 Mixed,15,Thu 8:00-8:15,JP2,Pitch 7,JP2.3,ENGLAND,ARGENTINA
U13 Mixed,15,Thu 8:00-8:15,JP2,Pitch 8,JP2.4,GERMANY,HOLLAND
U8 Boys,15,Thu 8:00-8:15,JP3,Pitch 9,JP3.1,IRELAND,HOLLAND
U8 Boys,15,Thu 8:00-8:15,JP3,Pitch 10,JP3.2,PORTUGAL,BRAZIL
U6/U7 Boys,15,Thu 8:00-8:15,JP3,Pitch 11,JP3.3,ARGENTINA,HOLLAND
U9 Mixed,15,Thu 8:00-8:15,JP4,Pitch 12,JP4.1,IRELAND,HOLLAND
U9 Mixed,15,Thu 8:00-8:15,JP4,Pitch 13,JP4.2,GERMANY,SPAIN
U7/U8 Girls,15,Thu 8:00-8:15,JP4,Pitch 14,JP4.3,ARGENTINA,HOLLAND
U6/U7 Boys,16,Thu 8:15-8:30,JP3,Pitch 11,JP3.3,GERMANY,SPAIN
U7/U8 Girls,16,Thu 8:15-8:30,JP4,Pitch 14,JP4.3,GERMANY,SPAIN
